id,organization,job_role,location,contacts,applied_dates,remarks,status,category,count,username_password,created_at
551,Uber Freight,,,,2026-03-30,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
552,Unconventional AI,,,,2026-02-11,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
553,Unison,,,,2026-03-05,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
554,UnitX,,,,2026-04-04,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
555,United Health Group,,,,2025-11-24,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
556,UpStart,,,,2025-11-18,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
557,Upstart,,,,2026-03-05,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
558,V7,,,,2026-03-28,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
559,Valkyrie,,,,2026-02-07,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
560,Varonis,,,,2026-02-19,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
561,Vevo*,,,,2026-02-18,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
562,VideoAmp*,,,,2026-03-17,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
563,Vilya,,,,2026-01-27,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
564,Virtu Financial*,,,,2026-04-14,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
565,Visa,,,,2026-01-28,,Rejected,Fulltime,9,3 Rejected,2026-04-28 21:26:17.264805
566,Visteon,,,,2026-04-15,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
567,Voleon Group*,,,,2026-02-01,,Applied,Fulltime,12,,2026-04-28 21:26:17.264805
568,WSP,,,,2026-03-01,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
569,Waabi,,,,2025-11-24,,Applied,Fulltime,6,,2026-04-28 21:26:17.264805
570,Walmart,,,,2026-03-02,,Rejected,Fulltime,23,,2026-04-28 21:26:17.264805
571,Warner Music Group,,,,2026-01-09,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
572,Watershed,https://jobs.ashbyhq.com/Watershed/d83c7850-2211-4cbd-a527-09e25f5d94a8/application?utm_source=Simplify&ref=Simplify,,,2025-10-31,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
573,Wayfair,,,,2025-09-04,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
574,Waymo,,,,2026-02-02,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
575,Waystar,,,,2026-03-03,,Rejected,Fulltime,12,6 Rejected,2026-04-28 21:26:17.264805
576,Weaviate,,,,2026-02-19,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
577,WebAI,,,,2026-04-18,,Rejected,Fulltime,3,,2026-04-28 21:26:17.264805
578,Wells Fargo,,,,2026-03-26,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
579,Western Digital,,,,2026-04-02,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
580,WhatNot*,,,,2026-02-01,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
581,William Blair*,,,,2026-03-15,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
582,Within,,,,2026-03-28,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
583,Wonderschool,,,,2026-02-02,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
584,Workday,,,,2026-04-23,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
585,Worldpay,,,,2026-03-06,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
586,XBOW,,,,2026-02-05,,Applied,Fulltime,2,,2026-04-28 21:26:17.264805
587,XiFin Inc,,,,2026-02-18,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
588,Xogene,,,,2026-01-13,,Rejected,Fulltime,2,,2026-04-28 21:26:17.264805
589,Xpeng,,,,2025-11-25,,Rejected,Fulltime,6,,2026-04-28 21:26:17.264805
590,You.com,,,,2026-03-24,,Applied,Fulltime,3,,2026-04-28 21:26:17.264805
591,Yum! Brands,,,,2026-03-24,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
592,ZS,,,,2026-02-07,,Rejected,Fulltime,11,,2026-04-28 21:26:17.264805
593,ZenDesk,,,,2026-04-26,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
594,Zillow,,,,2025-12-08,,Rejected,Fulltime,5,,2026-04-28 21:26:17.264805
595,Zoom,,,,2026-02-25,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
596,Zoox,,,Rajat Bhaiya,2026-01-22,,Rejected,Fulltime,4,,2026-04-28 21:26:17.264805
597,a16z,,,,2026-02-13,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
598,asari ai,,,,2026-01-28,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
599,eBay,,,,2026-04-25,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
600,iCapital,,,,2026-03-07,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
601,iHeartMedia,,,,2025-11-13,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
602,iTradeNetwork,,,,2026-01-27,,Rejected,Fulltime,1,,2026-04-28 21:26:17.264805
603,xAI,https://job-boards.greenhouse.io/xai/jobs/4800108007,,,2025-09-14,,Applied,Fulltime,1,,2026-04-28 21:26:17.264805
604,Cooper Companies,,,,2026-04-28,,Applied,Fulltime,1,,2026-04-29 02:47:58.06871
605,Genetech,,,,2026-04-28,,Rejected,Fulltime,1,,2026-04-29 02:48:11.235061
606,CareSource,,,,2026-04-28,,Applied,Fulltime,1,,2026-04-29 02:48:20.372707
607,Calico Labs,,,,2026-04-28,,Applied,Fulltime,1,,2026-04-29 02:48:32.991049
608,TD Bank,,,,2026-04-28,,Applied,Fulltime,1,,2026-04-29 02:48:44.163897
609,Qlik,,,,2026-04-28,,Applied,Fulltime,1,,2026-04-29 02:48:54.289819
610,Handshake,,,,2026-04-28,,Applied,Fulltime,6,,2026-04-29 02:49:09.225895
611,Tractor Supply Co,,,,2026-04-28,,Applied,Fulltime,1,,2026-04-29 02:49:55.10124
612,West Yost,,,,2026-04-28,,Rejected,Fulltime,1,,2026-04-29 03:12:11.346329
613,Groupon,,,,2026-04-29,,Applied,Fulltime,1,,2026-04-29 16:33:58.680624
614,Archetype,,,,2026-04-29,,Applied,Fulltime,2,,2026-04-29 17:07:24.029522
615,Rocket,,,,2026-04-29,,Applied,Fulltime,1,,2026-04-29 18:56:56.391043
616,ObserveAI,,,,2026-04-30,,Applied,Fulltime,2,,2026-04-30 15:26:25.922569
617,AppZen,,,,2026-04-30,,Applied,Fulltime,1,,2026-04-30 19:18:13.080619
618,Open Lending,,,,2026-05-01,,Applied,Fulltime,2,,2026-05-01 14:58:40.207743
619,Abnormal,,,,2026-05-01,,Applied,Fulltime,1,,2026-05-02 00:41:08.064402
620,Match Group,,,,2026-05-01,,Rejected,Fulltime,3,,2026-05-02 00:47:58.867643
621,Cengage,,,,2026-05-01,,Rejected,Fulltime,2,,2026-05-02 00:53:59.758573
622,Starr,,,,2026-05-02,,Applied,Fulltime,1,,2026-05-02 14:46:56.686388
623,Optimum RV,,,,2026-05-02,,Applied,Fulltime,1,,2026-05-02 15:22:29.822183
624,Corebridge Financial,,,,2026-05-02,,Applied,Fulltime,1,,2026-05-02 15:31:39.2742
625,Bretton AI,,,,2026-05-02,,Applied,Fulltime,2,,2026-05-02 16:06:21.605736
626,Franklin Templeton,,,,2026-05-04,,Applied,Fulltime,1,,2026-05-04 15:58:26.974111
627,Capco,,,,2026-05-05,,Rejected,Fulltime,3,,2026-05-05 13:28:20.752964
628,Tarro,,,,2026-05-05,,Applied,Fulltime,1,,2026-05-05 13:49:29.248701
629,Modal,,,,2026-05-05,,Rejected,Fulltime,1,,2026-05-05 14:11:13.944958
630,Humana,,,,2026-05-05,,Rejected,Fulltime,1,,2026-05-05 14:42:20.01671
631,Realtor.com,,,,2026-05-05,,Rejected,Fulltime,1,,2026-05-05 17:24:20.394396
632,HeyGen,,,,2026-05-05,,Applied,Fulltime,4,,2026-05-05 17:28:26.940212
633,ExtraSpace Storage*,,,,2026-05-06,,Applied,Fulltime,1,,2026-05-06 13:56:30.748837
634,Cambium,,,,2026-05-06,,Applied,Fulltime,2,,2026-05-06 14:09:40.261905
635,Corvic AI,,,,2026-05-06,,Applied,Fulltime,1,,2026-05-06 14:14:02.744491
636,OpenArt,,,,2026-05-06,,Applied,Fulltime,1,,2026-05-06 14:33:12.62741
637,Gamma,,,,2026-05-06,,Rejected,Fulltime,4,,2026-05-06 15:00:21.368336
638,GEICO,,,,2026-05-07,,Applied,Fulltime,1,,2026-05-07 18:32:18.133817
639,Iambic,,,,2026-05-07,,Applied,Fulltime,1,,2026-05-07 23:10:23.004108
640,Warner Bros,,,,2026-05-07,,Applied,Fulltime,1,,2026-05-07 23:23:21.993642
641,Verse,,,,2026-05-07,,Applied,Fulltime,1,,2026-05-08 00:02:19.541913
