id,organization,job_role,location,contacts,applied_dates,remarks,status,category,count,username_password,created_at
549,TestSprite,,,,2026-04-16,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
550,CampFire,,,,2026-04-16,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
551,OneMain Financial,,,,2026-04-16,,Rejected,Fulltime,4,,2026-05-09 13:21:12.153358
552,Confido,,,,2026-04-16,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
553,Cint,,,,2026-04-16,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
554,Intuitive,,,,2026-04-18,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
555,WebAI,,,,2026-04-18,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
556,Cantina,,,,2026-04-18,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
557,Janicki,,,,2026-04-18,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
558,Aramark,,,,2026-04-18,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
559,Clio,,,,2026-04-18,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
560,Fidelity,,,,2026-04-18,,Rejected,Fulltime,4,,2026-05-09 13:21:12.153358
561,SoFi,,,,2026-04-18,,Rejected,Fulltime,3,,2026-05-09 13:21:12.153358
562,Terra AI,,,,2026-04-18,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
563,Factory,,,,2026-04-18,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
564,Path Robotics,,,,2026-04-19,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
565,Pogo,,,,2026-04-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
566,Merlin Labs,,,,2026-04-19,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
567,Auctor,,,,2026-04-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
568,Listen Labs,,,,2026-04-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
569,Avoca,,,,2026-04-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
570,Kalshi,,,,2026-04-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
571,Clay,,,,2026-04-19,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
572,Comcast,,,,2026-04-20,,Applied,Fulltime,1,Bunu#22122402$312asutoshDal,2026-05-09 13:21:12.153358
573,Klaviyo,,,,2026-04-20,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
574,Happy Elements,,,,2026-04-20,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
575,Triplelift*,,,,2026-04-20,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
576,Murphy USA,,,,2026-04-20,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
577,Cordial,,,,2026-04-20,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
578,Trinity,,,,2026-04-20,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
579,Cushman & Wakefield*,,,,2026-04-20,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
580,Rush Enterprise,,,,2026-04-22,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
581,Qualified Health,,,,2026-04-22,,Applied,Fulltime,5,,2026-05-09 13:21:12.153358
582,Bose Corporation,,,,2026-04-22,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
583,Intel,,,,2026-04-22,,Rejected,Fulltime,2,,2026-05-09 13:21:12.153358
584,Context,,,,2026-04-23,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
585,Johnson Controls,,,,2026-04-23,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
586,Copart,,,,2026-04-23,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
587,Workday,,,,2026-04-23,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
588,SAP,,,,2026-04-23,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
589,SoundCloud,,,,2026-04-23,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
590,Quantiphi,,,,2026-04-24,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
591,GlobalFoundries,,,,2026-04-24,,Applied,Fulltime,5,,2026-05-09 13:21:12.153358
592,Qventus,,,,2026-04-25,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
593,Phia,,,,2026-04-25,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
594,SnorkelAI,,,,2026-04-25,,Rejected,Fulltime,8,,2026-05-09 13:21:12.153358
595,ChenMed,,,,2026-04-25,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
596,eBay,,,,2026-04-25,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
597,2K,,,,2026-04-25,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
598,AMG & Associates,,,,2026-04-26,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
599,TotalEnergies*,,,,2026-04-26,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
600,ZenDesk,,,,2026-04-26,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
601,Graphite,,,,2026-04-26,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
602,Cyera,,,,2026-04-26,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
603,NextEra Energies,,,,2026-04-27,,Applied,Fulltime,4,,2026-05-09 13:21:12.153358
604,Tractor Supply Co,,,,2026-04-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
605,Handshake,,,,2026-04-28,,Applied,Fulltime,6,,2026-05-09 13:21:12.153358
606,Qlik,,,,2026-04-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
607,TD Bank,,,,2026-04-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
608,Calico Labs,,,,2026-04-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
609,CareSource,,,,2026-04-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
610,Genetech,,,,2026-04-28,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
611,Cooper Companies,,,,2026-04-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
612,West Yost,,,,2026-04-28,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
613,Groupon,,,,2026-04-29,,Rejected,Fulltime,1,,2026-05-09 13:21:12.153358
614,Archetype,,,,2026-04-29,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
615,Rocket,,,,2026-04-29,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
616,F Schumacher,,,,2026-05-08,,Applied,Fulltime,3,,2026-05-09 13:21:12.153358
617,Obin AI,,,,2026-05-08,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
618,HealthEdge,,,,2026-05-08,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
619,Vizcom,,,,2026-05-08,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
620,GPTZero,,,,2026-05-08,,Applied,Fulltime,2,,2026-05-09 13:21:12.153358
621,Plaud AI,,,,2026-05-08,,Applied,Fulltime,8,,2026-05-09 13:21:12.153358
622,Centific,,,,2026-05-08,,Applied,Fulltime,1,,2026-05-09 13:21:12.153358
623,Cambium Learning Group,,,,2026-05-09,,Rejected,Fulltime,2,,2026-05-09 13:51:49.619531
624,Gamma,,,,2026-05-09,,Rejected,Fulltime,1,,2026-05-09 13:56:25.184558
625,GEICO,,,,2026-05-09,,Applied,Fulltime,1,,2026-05-09 13:58:52.689484
626,TransRe,,,,2026-05-09,,Applied,Fulltime,1,,2026-05-09 17:04:05.50811
627,Spree AI,,,,2026-05-09,,Applied,Fulltime,3,,2026-05-09 19:35:58.084226
628,The Home Depot,,,,2026-05-09,,Applied,Fulltime,4,,2026-05-09 20:16:18.833391
629,Warner Bros,,,,2026-05-09,,Applied,Fulltime,1,,2026-05-10 00:49:19.260871
630,Checkr,,,,2026-05-09,,Applied,Fulltime,6,,2026-05-10 00:57:52.34426
631,Paramount,,,,2026-05-10,,Applied,Fulltime,1,,2026-05-10 15:07:16.924983
632,ServiceNow,,,,2026-05-10,,Applied,Fulltime,13,,2026-05-10 15:45:09.202381
